,,,,,,,
,,,,,,,
,,,,,,,
Faculty,Area of Study,Area of Study Code,Level,Offered,Unit Code,Unit Name,More Info
Arts and Social Sciences,Sociology,SCLG,UG,Semester 2,SCLG3601,Contemporary Sociological Theory,http://sydney.edu.au/courses/uos/SCLG3601
Arts and Social Sciences,Sociology,SCLG,UG,Semester 2,SCLG3602,Sociological Theory and Practice,http://sydney.edu.au/courses/uos/SCLG3602
Arts and Social Sciences,Sociology,SCLG,UG,Semester 1,SCLG3606,Visual Sociology: Society in Images,http://sydney.edu.au/courses/uos/SCLG3606
Arts and Social Sciences,Social Policy,SCPL,UG,Semester 1,SCPL2601,Australian Social Policy,http://sydney.edu.au/courses/uos/SCPL2601
Arts and Social Sciences,Social Policy,SCPL,UG,Semester 2,SCPL2602,The Principles of Social Policy,http://sydney.edu.au/courses/uos/SCPL2602
Arts and Social Sciences,Social Policy,SCPL,UG,Semester 2,SCPL3604,Social Policy and Practice,http://sydney.edu.au/courses/uos/SCPL3604
Arts and Social Sciences,Sociolegal Studies,SLSS,UG,Semester 1,SLSS1001,Introduction to Socio-Legal Studies,http://sydney.edu.au/courses/uos/SLSS1001
Arts and Social Sciences,Sociolegal Studies,SLSS,UG,Semester 2,SLSS1003,Law and Contemporary Society,http://sydney.edu.au/courses/uos/SLSS1003
Arts and Social Sciences,Sociolegal Studies,SLSS,UG,Semester 2,SLSS2603,Medico-Legal and Forensic Criminology,http://sydney.edu.au/courses/uos/SLSS2603
Arts and Social Sciences,Sociolegal Studies,SLSS,UG,Semester 2,SLSS2605,Crime~ Media~ and Culture,http://sydney.edu.au/courses/uos/SLSS2605
Arts and Social Sciences,Sociolegal Studies,SLSS,UG,Semester 1,SLSS3601,Doing Socio-Legal Research,http://sydney.edu.au/courses/uos/SLSS3601
Arts and Social Sciences,Spanish Language,SPAN,UG,Semester 1,SPAN1621,Level 1 Spanish,http://sydney.edu.au/courses/uos/SPAN1621
Arts and Social Sciences,Spanish Language,SPAN,UG,Semester 2,SPAN1622,Level 2 Spanish,http://sydney.edu.au/courses/uos/SPAN1622
Arts and Social Sciences,Spanish Language,SPAN,UG,Semester 1,SPAN2611,Spanish Level 3,http://sydney.edu.au/courses/uos/SPAN2611
Arts and Social Sciences,Spanish Language,SPAN,UG,Semester 2,SPAN2612,Spanish Level 4,http://sydney.edu.au/courses/uos/SPAN2612
Arts and Social Sciences,Spanish Language,SPAN,UG,Semester 1,SPAN2613,Spanish Level 5,http://sydney.edu.au/courses/uos/SPAN2613
Arts and Social Sciences,Spanish Language,SPAN,UG,Semester 2,SPAN2614,Spanish Level 6,http://sydney.edu.au/courses/uos/SPAN2614
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 1,SPAN2615,Indigenous Movements in Latin America,http://sydney.edu.au/courses/uos/SPAN2615
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 1,SPAN2616,Citizenship in Spain and Latin America,http://sydney.edu.au/courses/uos/SPAN2616
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 2,SPAN2621,Spanish Film and Literature,http://sydney.edu.au/courses/uos/SPAN2621
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 2,SPAN2622,Latin American Popular Culture,http://sydney.edu.au/courses/uos/SPAN2622
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 1,SPAN2631,Cultural and Social Change in Spain,http://sydney.edu.au/courses/uos/SPAN2631
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 1,SPAN2641,Filmmaking in the Latin American Context,http://sydney.edu.au/courses/uos/SPAN2641
Arts and Social Sciences,Spanish Language,SPAN,UG,Semester 1,SPAN3611,Spanish Level 7,http://sydney.edu.au/courses/uos/SPAN3611
Arts and Social Sciences,Spanish Language,SPAN,UG,Semester 2,SPAN3612,Spanish Level 8,http://sydney.edu.au/courses/uos/SPAN3612
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 2,SPAN3621,Latin American Film and Literature,http://sydney.edu.au/courses/uos/SPAN3621
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 1,SPAN3622,Spanish Translation,http://sydney.edu.au/courses/uos/SPAN3622
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 1,SPAN3624,Spain: A Nation of Nations?,http://sydney.edu.au/courses/uos/SPAN3624
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 2,SPAN3625,New Latin American Geopolitics of Power,http://sydney.edu.au/courses/uos/SPAN3625
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 2,SPAN3671,The Stories of Spain: Texts and Contexts,http://sydney.edu.au/courses/uos/SPAN3671
Arts and Social Sciences,Spanish and Latin American Studies,SPAN,UG,Semester 2,SPAN3680,The Spanish-Speaking World,http://sydney.edu.au/courses/uos/SPAN3680
Arts and Social Sciences,Writing,WRIT,UG,Both semesters,WRIT1000,Writing: Style and Method,http://sydney.edu.au/courses/uos/WRIT1000
Arts and Social Sciences,Writing,WRIT,UG,Both semesters,WRIT1001,Writing and Rhetoric: Academic Essays,http://sydney.edu.au/courses/uos/WRIT1001
Arts and Social Sciences,Writing,WRIT,UG,Both semesters,WRIT1002,Writing and Rhetoric: Argumentation,http://sydney.edu.au/courses/uos/WRIT1002
Arts and Social Sciences,Writing,WRIT,UG,Semester 2,WRIT2000,Contemporary Rhetoric,http://sydney.edu.au/courses/uos/WRIT2000
Arts and Social Sciences,Writing,WRIT,UG,Semester 1,WRIT2002,Argumentation: Theory and Practice,http://sydney.edu.au/courses/uos/WRIT2002
Arts and Social Sciences,Writing,WRIT,UG,Both semesters,WRIT3000,Workplace Communication,http://sydney.edu.au/courses/uos/WRIT3000
Arts and Social Sciences,Writing,WRIT,UG,Semester 1,WRIT6001,Professional Editing,http://sydney.edu.au/courses/uos/WRIT6001
Business School,Accounting,ACCT,UG,Both semesters,ACCT1006,Accounting and Financial Management,http://sydney.edu.au/courses/uos/ACCT1006
Business School,Accounting,ACCT,UG,Both semesters,ACCT2011,Financial Accounting A,http://sydney.edu.au/courses/uos/ACCT2011
Business School,Accounting,ACCT,UG,Both semesters,ACCT2012,Management Accounting A,http://sydney.edu.au/courses/uos/ACCT2012
Business School,Accounting,ACCT,UG,Both semesters,ACCT3011,Financial Accounting B,http://sydney.edu.au/courses/uos/ACCT3011
Business School,Accounting,ACCT,UG,Both semesters,ACCT3012,Management Accounting B,http://sydney.edu.au/courses/uos/ACCT3012
Business School,Accounting,ACCT,UG,Semester 1,ACCT3013,Financial Statement Analysis,http://sydney.edu.au/courses/uos/ACCT3013
Business School,Accounting,ACCT,UG,Both semesters,ACCT3014,Auditing and Assurance,http://sydney.edu.au/courses/uos/ACCT3014
Business School,Accounting,ACCT,UG,Semester 2,ACCT3031,International Corporate Governance,http://sydney.edu.au/courses/uos/ACCT3031
Business School,Business Education,BUSS,UG,Both semesters,BUSS1000,Future of Business,http://sydney.edu.au/courses/uos/BUSS1000
Business School,Business Education,BUSS,UG,Semester 1,BUSS1002,The Business Environment,http://sydney.edu.au/courses/uos/BUSS1002
Business School,Business Education,BUSS,UG,Both semesters,BUSS1020,Quantitative Business Analysis,http://sydney.edu.au/courses/uos/BUSS1020
Business School,Business Education,BUSS,UG,Both semesters,BUSS1030,Accounting~ Business and Society,http://sydney.edu.au/courses/uos/BUSS1030
Business School,Business Education,BUSS,UG,Both semesters,BUSS1040,Economics for Business Decision Making,http://sydney.edu.au/courses/uos/BUSS1040
Business School,Business Law,CLAW,UG,Both semesters,CLAW1001,Foundations of Business Law,http://sydney.edu.au/courses/uos/CLAW1001
Business School,Business Law,CLAW,UG,Both semesters,CLAW2201,Corporations Law,http://sydney.edu.au/courses/uos/CLAW2201
Business School,Business Law,CLAW,UG,Semester 2,CLAW2202,Business Failure and Restructuring,http://sydney.edu.au/courses/uos/CLAW2202
Business School,Business Law,CLAW,UG,Semester 1,CLAW2203,Regulation of Securities Markets,http://sydney.edu.au/courses/uos/CLAW2203
Business School,Business Law,CLAW,UG,Semester 1,CLAW2204,Banking and Finance Law,http://sydney.edu.au/courses/uos/CLAW2204
Business School,Business Law,CLAW,UG,Semester 1,CLAW2205,Competition and Consumer Law,http://sydney.edu.au/courses/uos/CLAW2205
Business School,Business Law,CLAW,UG,Semester 1,CLAW2208,Business Regulation~ Risk and Compliance,http://sydney.edu.au/courses/uos/CLAW2208
Business School,Business Law,CLAW,UG,Semester 2,CLAW2209,Intellectual Property for Business,http://sydney.edu.au/courses/uos/CLAW2209
Business School,Business Law,CLAW,UG,Semester 2,CLAW2211,Commerical Practice in China,http://sydney.edu.au/courses/uos/CLAW2211
Business School,Business Law,CLAW,UG,Semester 2,CLAW2212,Franchising,http://sydney.edu.au/courses/uos/CLAW2212
Business School,Business Law,CLAW,UG,Semester 2,CLAW2213,Legal Regulation of Int'l Business,http://sydney.edu.au/courses/uos/CLAW2213
Business School,Business Law,CLAW,UG,Both semesters,CLAW3201,Australian Taxation System,http://sydney.edu.au/courses/uos/CLAW3201
Business School,Business Law,CLAW,UG,Semester 2,CLAW3202,Tax Strategies for Business,http://sydney.edu.au/courses/uos/CLAW3202
Business School,Business Law,CLAW,UG,Semester 1,CLAW3206,Regulation of Mergers and Acquisitions,http://sydney.edu.au/courses/uos/CLAW3206
Business School,Business Law,CLAW,UG,Semester 1,CLAW3207,Employment Regulation for Business,http://sydney.edu.au/courses/uos/CLAW3207
Business School,Business Law,CLAW,UG,Semester 2,CLAW3208,Corporate Crime and Business,http://sydney.edu.au/courses/uos/CLAW3208
Business School,Business Law,CLAW,UG,Semester 1,CLAW3209,The Environment~ Law and Business,http://sydney.edu.au/courses/uos/CLAW3209
Business School,Bank Financial Management,BANK,UG,Semester 2,BANK2011,Banking and the Financial System,http://sydney.edu.au/courses/uos/BANK2011
Business School,Bank Financial Management,BANK,UG,Semester 2,BANK3011,Bank Financial Management,http://sydney.edu.au/courses/uos/BANK3011
Business School,Finance,FINC,UG,Both semesters,FINC2011,Corporate Finance I,http://sydney.edu.au/courses/uos/FINC2011
Business School,Finance,FINC,UG,Both semesters,FINC2012,Corporate Finance II,http://sydney.edu.au/courses/uos/FINC2012
Business School,Finance,FINC,UG,Semester 1,FINC3011,International Financial Management,http://sydney.edu.au/courses/uos/FINC3011
Business School,Finance,FINC,UG,Semester 2,FINC3012,Derivative Securities,http://sydney.edu.au/courses/uos/FINC3012
Business School,Finance,FINC,UG,Semester 2,FINC3013,Mergers and Acquisitions,http://sydney.edu.au/courses/uos/FINC3013
Business School,Finance,FINC,UG,Semester 2,FINC3014,Trading and Dealing in Security Markets,http://sydney.edu.au/courses/uos/FINC3014
Business School,Finance,FINC,UG,Semester 1,FINC3015,Financial Valuation: Case Study Approach,http://sydney.edu.au/courses/uos/FINC3015
Business School,Finance,FINC,UG,Both semesters,FINC3017,Investments and Portfolio Management,http://sydney.edu.au/courses/uos/FINC3017
Business School,Finance,FINC,UG,Both semesters,FINC3019,Fixed Income Securities,http://sydney.edu.au/courses/uos/FINC3019
Business School,Finance,FINC,UG,Semester 2,FINC3020,Financial Risk Management,http://sydney.edu.au/courses/uos/FINC3020
Business School,Finance,FINC,UG,Semester 1,FINC3021,Mathematical Finance,http://sydney.edu.au/courses/uos/FINC3021
Business School,Finance,FINC,UG,Semester 1,FINC3022,Alternative Investments,http://sydney.edu.au/courses/uos/FINC3022
Business School,Finance,FINC,UG,Semester 1,FINC3023,Behavioural Finance,http://sydney.edu.au/courses/uos/FINC3023
Business School,Finance,FINC,UG,Semester 1,FINC3024,Personal Finance and Superannuation,http://sydney.edu.au/courses/uos/FINC3024
Business School,International Business,IBUS,UG,Both semesters,IBUS2101,International Business Strategy,http://sydney.edu.au/courses/uos/IBUS2101
Business School,International Business,IBUS,UG,Both semesters,IBUS2102,Cross-Cultural Management,http://sydney.edu.au/courses/uos/IBUS2102
Business School,International Business,IBUS,UG,Both semesters,IBUS3101,International Business Alliances,http://sydney.edu.au/courses/uos/IBUS3101
Business School,International Business,IBUS,UG,Both semesters,IBUS3102,International Risk Management,http://sydney.edu.au/courses/uos/IBUS3102
Business School,International Business,IBUS,UG,Both semesters,IBUS3103,Entrepreneurship and Innovation,http://sydney.edu.au/courses/uos/IBUS3103
Business School,International Business,IBUS,UG,Semester 2,IBUS3104,Ethical International Business Decisions,http://sydney.edu.au/courses/uos/IBUS3104
Business School,International Business,IBUS,UG,Semester 2,IBUS3107,Business Negotiations,http://sydney.edu.au/courses/uos/IBUS3107
Business School,International Business,IBUS,UG,Semester 1,IBUS3108,Social Entrepreneurship,http://sydney.edu.au/courses/uos/IBUS3108
Business School,International Business,IBUS,UG,Semester 2,IBUS3109,Strategy and Emerging Markets,http://sydney.edu.au/courses/uos/IBUS3109
Business School,Business Information Systems,INFS,UG,Both semesters,INFS1000,Digital Business Innovation,http://sydney.edu.au/courses/uos/INFS1000
Business School,Business Information Systems,INFS,UG,Both semesters,INFS2001,IS for Performance Improvement,http://sydney.edu.au/courses/uos/INFS2001
Business School,Business Information Systems,INFS,UG,Semester 2,INFS2010,People~ Information and Knowledge,http://sydney.edu.au/courses/uos/INFS2010
Business School,Business Information Systems,INFS,UG,Semester 1,INFS2020,Business Process Modelling & Improvement,http://sydney.edu.au/courses/uos/INFS2020
Business School,Business Information Systems,INFS,UG,Semester 1,INFS2030,Digital Business Management,http://sydney.edu.au/courses/uos/INFS2030
Business School,Business Information Systems,INFS,UG,Semester 2,INFS2040,Project Management Foundations,http://sydney.edu.au/courses/uos/INFS2040
Business School,Business Information Systems,INFS,UG,Semester 2,INFS3030,Information Protection and Assurance,http://sydney.edu.au/courses/uos/INFS3030
Business School,Business Information Systems,INFS,UG,Semester 1,INFS3040,Enterprise Systems & Integrated Business,http://sydney.edu.au/courses/uos/INFS3040
Business School,Business Information Systems,INFS,UG,Semester 2,INFS3050,Business Intelligence for Managers,http://sydney.edu.au/courses/uos/INFS3050
Business School,Business Information Systems,INFS,UG,Semester 1,INFS3070,Business Analysis in Practice,http://sydney.edu.au/courses/uos/INFS3070
Business School,Transport and Logistics,ITLS,UG,Semester 2,ITLS2000,Managing Food and Beverage Supply Chains,http://sydney.edu.au/courses/uos/ITLS2000
Business School,Marketing,MKTG,UG,Both semesters,MKTG1001,Marketing Principles,http://sydney.edu.au/courses/uos/MKTG1001
Business School,Marketing,MKTG,UG,Both semesters,MKTG2112,Consumer Behaviour,http://sydney.edu.au/courses/uos/MKTG2112
Business School,Marketing,MKTG,UG,Semester 1,MKTG2113,Marketing Research,http://sydney.edu.au/courses/uos/MKTG2113
Business School,Marketing,MKTG,UG,Semester 1,MKTG3110,Electronic Marketing,http://sydney.edu.au/courses/uos/MKTG3110
Business School,Marketing,MKTG,UG,Semester 2,MKTG3112,Marketing Communications,http://sydney.edu.au/courses/uos/MKTG3112
Business School,Marketing,MKTG,UG,Semester 2,MKTG3114,New Products Marketing,http://sydney.edu.au/courses/uos/MKTG3114
Business School,Marketing,MKTG,UG,Semester 1,MKTG3116,International Marketing,http://sydney.edu.au/courses/uos/MKTG3116
Business School,Marketing,MKTG,UG,Semester 2,MKTG3117,Services Marketing,http://sydney.edu.au/courses/uos/MKTG3117
Business School,Marketing,MKTG,UG,Semester 2,MKTG3118,Marketing Strategy and Planning,http://sydney.edu.au/courses/uos/MKTG3118
Business School,Marketing,MKTG,UG,Semester 2,MKTG3119,Public Relations Management,http://sydney.edu.au/courses/uos/MKTG3119
Business School,Marketing,MKTG,UG,Semester 1,MKTG3120,Building and Managing Brands,http://sydney.edu.au/courses/uos/MKTG3120
Business School,Marketing,MKTG,UG,Semester 1,MKTG3121,Advertising: Creative Principles,http://sydney.edu.au/courses/uos/MKTG3121
Business School,Business Analytics,QBUS,UG,Both semesters,QBUS2310,Management Science,http://sydney.edu.au/courses/uos/QBUS2310
Business School,Business Analytics,QBUS,UG,Semester 1,QBUS2320,Methods of Decision Analysis,http://sydney.edu.au/courses/uos/QBUS2320
Business School,Business Analytics,QBUS,UG,Semester 1,QBUS2330,Operations Management,http://sydney.edu.au/courses/uos/QBUS2330
Business School,Business Analytics,QBUS,UG,Semester 2,QBUS2350,Project Planning and Management,http://sydney.edu.au/courses/uos/QBUS2350
Business School,Business Analytics,QBUS,UG,Both semesters,QBUS2810,Statistical Modelling for Business,http://sydney.edu.au/courses/uos/QBUS2810
Business School,Business Analytics,QBUS,UG,Semester 2,QBUS2820,Predictive Analytics,http://sydney.edu.au/courses/uos/QBUS2820
Business School,Business Analytics,QBUS,UG,Semester 2,QBUS2830,Actuarial Data Analytics,http://sydney.edu.au/courses/uos/QBUS2830
Business School,Business Analytics,QBUS,UG,Semester 1,QBUS3310,Advanced Management Science,http://sydney.edu.au/courses/uos/QBUS3310
Business School,Business Analytics,QBUS,UG,Semester 1,QBUS3810,Business Risk Analysis,http://sydney.edu.au/courses/uos/QBUS3810
Business School,Business Analytics,QBUS,UG,Semester 2,QBUS3820,Data Mining and Data Analysis,http://sydney.edu.au/courses/uos/QBUS3820
Business School,Business Analytics,QBUS,UG,Semester 1,QBUS3830,Advanced Analytics,http://sydney.edu.au/courses/uos/QBUS3830
Business School,Work and Organisational Studies,WORK,UG,Both semesters,WORK1003,Foundations of Work and Employment,http://sydney.edu.au/courses/uos/WORK1003
Business School,Work and Organisational Studies,WORK,UG,Semester 1,WORK2201,Foundations of Management,http://sydney.edu.au/courses/uos/WORK2201
Business School,Work and Organisational Studies,WORK,UG,Semester 2,WORK2203,Industrial Relations Policy,http://sydney.edu.au/courses/uos/WORK2203
Business School,Work and Organisational Studies,WORK,UG,Semester 1,WORK2205,Human Resource Processes,http://sydney.edu.au/courses/uos/WORK2205
Business School,Work and Organisational Studies,WORK,UG,Semester 2,WORK2210,Strategic Management,http://sydney.edu.au/courses/uos/WORK2210
Business School,Work and Organisational Studies,WORK,UG,Semester 2 - Intensive October,WORK2215,IR and HRM Practice,http://sydney.edu.au/courses/uos/WORK2215
Business School,Work and Organisational Studies,WORK,UG,Semester 2,WORK2217,International Human Resource Management,http://sydney.edu.au/courses/uos/WORK2217
Business School,Work and Organisational Studies,WORK,UG,Semester 1,WORK2218,Managing Organisational Behaviour,http://sydney.edu.au/courses/uos/WORK2218
Business School,Work and Organisational Studies,WORK,UG,Semester 2,WORK2219,Managing Organisational Sustainability,http://sydney.edu.au/courses/uos/WORK2219
Business School,Work and Organisational Studies,WORK,UG,Semester 1,WORK2221,Organisational Communication,http://sydney.edu.au/courses/uos/WORK2221
Business School,Work and Organisational Studies,WORK,UG,Semester 1,WORK2222,Leadership in Organisations,http://sydney.edu.au/courses/uos/WORK2222
Business School,Work and Organisational Studies,WORK,UG,Semester 2,WORK2227,Regulation at Work,http://sydney.edu.au/courses/uos/WORK2227
